x,y
1.9828387701777774,0.4171620619499906
-0.6096416529653514,0.7778081158608133
0.5625730137128989,0.8647502055999186
-0.9349200056622504,0.3997668479698806
0.9063552188734307,0.43999817599450486
1.5137469671472348,-0.36929267506445557
0.6696248473733595,0.7621176202746833
0.6049374175578391,-0.4476687594037497
-0.29957165974048217,0.9654695933297535
1.9034865965446877,0.11613201799706345
0.4191968880052348,0.8128410582357242
0.9531169737943028,0.2547499884570625
0.6283813483992926,0.6870123551440338
1.471250975776546,-0.40346598951108664
0.811696795537009,0.30773404873433363
1.787171303154154,0.03263414346175925
-0.9717601591389825,0.18809453348808775
-0.9712261835625954,0.13258422297619887
-0.7148661416334617,0.6865548065619297
-0.9606457635240953,0.22866333806330952
0.17439151947539694,-0.10316502506214943
0.6226562666388226,0.6423197294292652
-0.14542537558953547,0.9606182443014601
-0.7782706707565274,0.6178228182801834
0.2014358972592237,-0.0914266266380361
1.3432150034682693,-0.4353756774218118
-0.9134301410010481,0.4420699677384454
1.9295947131691493,-0.06694168994895303
0.4667024548926381,-0.3743497770699891
0.321157294427987,0.9333243151292203
1.0544403675403133,0.0936510729110576
1.9118910318739777,0.006749570262906471
0.4202756672721901,-0.38810028020365145
0.19693394660979496,-0.11660458370671592
0.09230393766467707,1.0854629914396952
1.6274298518634682,-0.189173026787106
0.15492993829750001,1.00229925041851
-0.38609910350953863,0.9652162671337531
1.0948125867457843,-0.4115716904861688
2.0333616188390073,0.20952773234686617
0.32424642209737425,0.947805111793522
0.6640345065463976,0.7338445908317365
0.5284659321737545,0.8713489728760444
-0.7469549139140167,0.6505426549388466
1.9831213572912019,0.5466598906439236
-0.43866637016233667,0.7775494468296404
1.676362477662274,-0.2471634639996318
1.787997537495173,-0.2580050105364953
-0.680386709888628,0.7841129484969995
1.8749229513605903,0.0734069799847252
2.031425874316532,0.3545562297028908
0.32223812574796,-0.25889333054870506
0.2824319684233223,0.9908647308555139
0.3865539212590244,0.902316099930547
0.11745392515950304,0.3508937508592841
-0.8170205182127288,0.6942636802134692
1.784254326046186,-0.2387661012748153
0.6956945119601191,-0.5276901370334602
0.8333500456682064,0.5354654599902223
1.9333658769739133,0.07874754446869334
1.9215433754929023,0.36182780817685356
0.05653786664809392,0.44100899586972037
0.08858891618159355,0.0017939493146724508
0.6295398645097214,-0.4426590970566521
0.2578465764650875,-0.1354106320924022
-0.7687449519492554,0.5843646931892394
1.7344653488502575,-0.24924691046557418
-0.5724620457150627,0.9205327448836957
1.2386918863364555,-0.5021177638380868
0.08385418576315301,0.3138881929068317
-0.8618920260220051,0.47002517069833827
0.7191924660556668,-0.47948455219568076
-0.6344868389930096,0.8221812921460441
1.6283888225378453,-0.29172850161851943
0.028461930495695932,0.15099247558969686
0.79112589751436,0.6927505847747027
1.5375275940016297,-0.3234113880934606
2.031877869216989,0.24618098189833526
1.411849304987013,-0.41874576170052985
